timestamp,hum,tem,part_of_day_Afternoon,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport,Temperature,Dew Point,Humidity,Wind Speed,Pressure
2018-03-10 08:40:24,52.34,15.17,0.0,0.0,1.0,0.0,1.0,2.4352485138909366,6.111111111111111,-2.2222222222222223,57,7,30.23
2018-03-10 08:40:49,59.55,15.76,0.0,0.0,1.0,0.0,1.0,2.4352485138909366,6.111111111111111,-2.2222222222222223,57,7,30.23
2018-03-10 12:35:26,28.52,26.67,1.0,0.0,0.0,1.0,0.0,2.435854696609512,10.0,0.0,50,10,30.17
2018-03-10 12:35:33,28.53,26.71,1.0,0.0,0.0,1.0,0.0,2.435854696609512,10.0,0.0,50,10,30.17
2018-03-10 12:36:54,30.12,25.83,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:37:06,29.2,25.88,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:37:39,28.93,26.13,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:38:11,29.83,26.33,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:38:43,27.46,26.42,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:39:14,28.2,26.66,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:39:40,29.87,26.76,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:40:05,28.16,26.88,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:40:50,28.95,27.04,1.0,0.0,0.0,1.0,0.0,2.43767283389454,10.0,0.0,50,10,30.17
2018-03-10 12:41:24,27.72,27.17,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:41:34,28.11,27.05,1.0,0.0,0.0,1.0,0.0,2.437765286121071,10.0,0.0,50,10,30.17
2018-03-10 12:42:06,27.83,27.26,1.0,0.0,0.0,1.0,0.0,2.437765286121071,10.0,0.0,50,10,30.17
2018-03-10 12:42:58,25.3,29.12,1.0,0.0,0.0,1.0,0.0,2.437922808368058,10.0,0.0,50,10,30.17
2018-03-10 12:43:11,25.56,29.2,1.0,0.0,0.0,1.0,0.0,2.437922808368058,10.0,0.0,50,10,30.17
2018-03-10 12:43:42,23.4,29.42,1.0,0.0,0.0,1.0,0.0,2.4398955204658472,10.0,0.0,50,10,30.17
2018-03-10 12:44:22,25.6,29.56,1.0,0.0,0.0,1.0,0.0,2.437922808368058,10.0,0.0,50,10,30.17
2018-03-10 12:44:39,22.76,29.58,1.0,0.0,0.0,1.0,0.0,2.4398955204658472,10.0,0.0,50,10,30.17
2018-03-10 12:45:05,23.11,29.6,1.0,0.0,0.0,1.0,0.0,2.4398955204658472,10.0,0.0,50,10,30.17
2018-03-10 12:45:44,25.67,28.55,1.0,0.0,0.0,1.0,0.0,2.437765286121071,10.0,0.0,50,10,30.17
2018-03-10 12:46:01,25.5,29.31,1.0,0.0,0.0,1.0,0.0,2.435854696609512,10.0,0.0,50,10,30.17
2018-03-10 12:46:42,31.32,28.48,1.0,0.0,0.0,1.0,0.0,2.437915975437635,10.0,0.0,50,10,30.17
2018-03-10 12:47:01,21.77,29.68,1.0,0.0,0.0,1.0,0.0,2.4398955204658472,10.0,0.0,50,10,30.17
2018-03-10 12:47:31,24.27,30.1,1.0,0.0,0.0,1.0,0.0,2.439796282498486,10.0,0.0,50,10,30.17
2018-03-10 12:48:27,24.77,28.73,1.0,0.0,0.0,1.0,0.0,2.4482082100182256,10.0,0.0,50,10,30.17
2018-03-10 12:48:36,22.23,29.87,1.0,0.0,0.0,1.0,0.0,2.4551329341770964,10.0,0.0,50,10,30.17
2018-03-10 12:49:01,23.1,29.27,1.0,0.0,0.0,1.0,0.0,2.437580381681337,10.0,0.0,50,10,30.17
2018-03-10 12:49:50,25.6,28.94,1.0,0.0,0.0,1.0,0.0,2.4762854814241204,10.0,0.0,50,10,30.17
2018-03-10 12:50:06,22.59,29.81,1.0,0.0,0.0,1.0,0.0,2.478140291092678,10.0,0.0,50,10,30.17
2018-03-10 12:50:48,19.46,30.66,1.0,0.0,0.0,1.0,0.0,2.4900445111865324,10.0,0.0,50,10,30.17
2018-03-10 12:51:02,26.07,25.72,1.0,0.0,0.0,1.0,0.0,2.489680177588948,10.0,0.0,50,10,30.17
2018-03-10 12:51:58,14.78,30.72,1.0,0.0,0.0,1.0,0.0,2.4784882193517346,10.0,0.0,50,10,30.17
2018-03-10 12:52:21,18.72,29.48,1.0,0.0,0.0,1.0,0.0,2.488747278481142,10.0,0.0,50,10,30.17
2018-03-10 12:52:44,22.7,30.47,1.0,0.0,0.0,1.0,0.0,2.435854696609512,10.0,0.0,50,10,30.17
2018-03-10 12:53:05,16.74,29.64,1.0,0.0,0.0,1.0,0.0,2.4898924116411223,10.0,0.0,50,10,30.17
2018-03-10 12:53:30,13.69,30.75,1.0,0.0,0.0,1.0,0.0,2.428065177921014,10.0,0.0,50,10,30.17
2018-03-10 12:54:01,21.03,30.52,1.0,0.0,0.0,1.0,0.0,2.4764592140136967,10.0,0.0,50,10,30.17
2018-03-10 12:54:32,24.08,28.94,1.0,0.0,0.0,1.0,0.0,2.4770062553805317,10.0,0.0,50,10,30.17
2018-03-10 12:55:03,23.08,29.06,1.0,0.0,0.0,1.0,0.0,2.489505244864854,10.0,0.0,50,10,30.17
2018-03-10 12:55:34,13.58,27.78,1.0,0.0,0.0,1.0,0.0,2.300984896454462,10.0,0.0,50,10,30.17
2018-03-10 12:56:01,14.77,30.36,1.0,0.0,0.0,1.0,0.0,2.4873701188043897,10.0,0.0,50,10,30.17
