timestamp,day,month,year,time,partofday,is_RushHour,distance_to_airport,lon,lat,hum,tem
2018-03-10 08:40:11,10,3,2018,08:40:11,Morning,Rush hour,2.4352485138909366,130.42045900000002,33.588954,58.03,14.88
2018-03-10 08:40:17,10,3,2018,08:40:17,Morning,Rush hour,2.4352485138909366,130.42045900000002,33.588954,49.79,15.1
2018-03-10 08:40:24,10,3,2018,08:40:24,Morning,Rush hour,2.4352485138909366,130.42045900000002,33.588954,52.34,15.17
2018-03-10 08:40:30,10,3,2018,08:40:30,Morning,Rush hour,2.4352485138909366,130.42045900000002,33.588954,47.88,15.41
2018-03-10 08:40:37,10,3,2018,08:40:37,Morning,Rush hour,2.4352485138909366,130.42045900000002,33.588954,53.0,15.5
2018-03-10 08:40:43,10,3,2018,08:40:43,Morning,Rush hour,2.4352485138909366,130.42045900000002,33.588954,59.93,15.6
2018-03-10 08:40:49,10,3,2018,08:40:49,Morning,Rush hour,2.4352485138909366,130.42045900000002,33.588954,59.55,15.76
2018-03-10 12:35:26,10,3,2018,12:35:26,Afternoon,Not rush hour,2.435854696609512,130.420452,33.58896,28.52,26.67
2018-03-10 12:35:33,10,3,2018,12:35:33,Afternoon,Not rush hour,2.435854696609512,130.420452,33.58896,28.53,26.71
2018-03-10 12:35:39,10,3,2018,12:35:39,Afternoon,Not rush hour,2.435854696609512,130.420452,33.58896,28.51,26.74
2018-03-10 12:35:45,10,3,2018,12:35:45,Afternoon,Not rush hour,2.435854696609512,130.420452,33.58896,28.58,26.77
2018-03-10 12:35:52,10,3,2018,12:35:52,Afternoon,Not rush hour,2.435854696609512,130.420452,33.58896,28.55,26.81
2018-03-10 12:35:58,10,3,2018,12:35:58,Afternoon,Not rush hour,2.435854696609512,130.420452,33.58896,28.61,26.85
2018-03-10 12:36:34,10,3,2018,12:36:34,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,30.05,25.68
2018-03-10 12:36:41,10,3,2018,12:36:41,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,30.27,25.75
2018-03-10 12:36:47,10,3,2018,12:36:47,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,32.29,25.79
2018-03-10 12:36:54,10,3,2018,12:36:54,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,30.12,25.83
2018-03-10 12:37:00,10,3,2018,12:37:00,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,30.9,25.88
2018-03-10 12:37:06,10,3,2018,12:37:06,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,29.2,25.88
2018-03-10 12:37:11,10,3,2018,12:37:11,Afternoon,Not rush hour,2.43866243514607,130.420422,33.588955,30.41,25.04
2018-03-10 12:37:12,10,3,2018,12:37:12,Afternoon,Not rush hour,2.43866243514607,130.420422,33.588955,31.07,25.11
2018-03-10 12:37:13,10,3,2018,12:37:13,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,28.63,25.89
2018-03-10 12:37:19,10,3,2018,12:37:19,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,29.88,25.98
2018-03-10 12:37:26,10,3,2018,12:37:26,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,29.8,26.04
2018-03-10 12:37:32,10,3,2018,12:37:32,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,29.54,26.08
2018-03-10 12:37:39,10,3,2018,12:37:39,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,28.93,26.13
2018-03-10 12:37:45,10,3,2018,12:37:45,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,31.24,26.16
2018-03-10 12:37:51,10,3,2018,12:37:51,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,30.24,26.21
2018-03-10 12:37:58,10,3,2018,12:37:58,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,29.6,26.25
2018-03-10 12:38:04,10,3,2018,12:38:04,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,30.02,26.29
2018-03-10 12:38:11,10,3,2018,12:38:11,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,29.83,26.33
2018-03-10 12:38:17,10,3,2018,12:38:17,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,29.67,26.35
2018-03-10 12:38:24,10,3,2018,12:38:24,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,28.28,26.37
2018-03-10 12:38:30,10,3,2018,12:38:30,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,27.58,26.35
2018-03-10 12:38:32,10,3,2018,12:38:32,Afternoon,Not rush hour,2.4385699817528184,130.420423,33.588955,29.39,27.82
2018-03-10 12:38:36,10,3,2018,12:38:36,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,27.44,26.35
2018-03-10 12:38:39,10,3,2018,12:38:39,Afternoon,Not rush hour,2.4385699817528184,130.420423,33.588955,29.07,27.86
2018-03-10 12:38:43,10,3,2018,12:38:43,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,27.46,26.42
2018-03-10 12:38:45,10,3,2018,12:38:45,Afternoon,Not rush hour,2.4385699817528184,130.420423,33.588955,29.26,27.91
2018-03-10 12:38:49,10,3,2018,12:38:49,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,28.64,26.49
2018-03-10 12:38:52,10,3,2018,12:38:52,Afternoon,Not rush hour,2.4385699817528184,130.420423,33.588955,29.0,27.96
2018-03-10 12:38:56,10,3,2018,12:38:56,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,27.81,26.5
2018-03-10 12:38:58,10,3,2018,12:38:58,Afternoon,Not rush hour,2.4385699817528184,130.420423,33.588955,29.22,28.0
2018-03-10 12:39:02,10,3,2018,12:39:02,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,27.67,26.55
2018-03-10 12:39:05,10,3,2018,12:39:05,Afternoon,Not rush hour,2.4385699817528184,130.420423,33.588955,29.21,28.03
2018-03-10 12:39:08,10,3,2018,12:39:08,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,28.08,26.62
2018-03-10 12:39:11,10,3,2018,12:39:11,Afternoon,Not rush hour,2.4385699817528184,130.420423,33.588955,28.93,28.08
2018-03-10 12:39:14,10,3,2018,12:39:14,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,28.2,26.66
2018-03-10 12:39:17,10,3,2018,12:39:17,Afternoon,Not rush hour,2.4385699817528184,130.420423,33.588955,28.17,28.13
2018-03-10 12:39:21,10,3,2018,12:39:21,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,28.86,26.7
2018-03-10 12:39:24,10,3,2018,12:39:24,Afternoon,Not rush hour,2.4385699817528184,130.420423,33.588955,28.59,28.18
2018-03-10 12:39:27,10,3,2018,12:39:27,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,27.93,26.71
2018-03-10 12:39:30,10,3,2018,12:39:30,Afternoon,Not rush hour,2.4385699817528184,130.420423,33.588955,28.29,28.23
2018-03-10 12:39:34,10,3,2018,12:39:34,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,30.34,26.76
2018-03-10 12:39:37,10,3,2018,12:39:37,Afternoon,Not rush hour,2.4385699817528184,130.420423,33.588955,28.1,28.27
2018-03-10 12:39:40,10,3,2018,12:39:40,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,29.87,26.76
2018-03-10 12:39:43,10,3,2018,12:39:43,Afternoon,Not rush hour,2.4385699817528184,130.420423,33.588955,27.77,28.32
2018-03-10 12:39:47,10,3,2018,12:39:47,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,28.48,26.76
2018-03-10 12:39:50,10,3,2018,12:39:50,Afternoon,Not rush hour,2.4385699817528184,130.420423,33.588955,28.16,28.36
