timestamp,day,month,year,time,partofday,is_RushHour,distance_to_airport,lon,lat,hum,tem
2018-03-10 08:40:24,10,3,2018,08:40:24,Morning,Rush hour,2.4352485138909366,130.42045900000002,33.588954,52.34,15.17
2018-03-10 08:40:49,10,3,2018,08:40:49,Morning,Rush hour,2.4352485138909366,130.42045900000002,33.588954,59.55,15.76
2018-03-10 12:35:26,10,3,2018,12:35:26,Afternoon,Not rush hour,2.435854696609512,130.420452,33.58896,28.52,26.67
2018-03-10 12:35:33,10,3,2018,12:35:33,Afternoon,Not rush hour,2.435854696609512,130.420452,33.58896,28.53,26.71
2018-03-10 12:36:54,10,3,2018,12:36:54,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,30.12,25.83
2018-03-10 12:37:06,10,3,2018,12:37:06,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,29.2,25.88
2018-03-10 12:37:39,10,3,2018,12:37:39,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,28.93,26.13
2018-03-10 12:38:11,10,3,2018,12:38:11,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,29.83,26.33
2018-03-10 12:38:43,10,3,2018,12:38:43,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,27.46,26.42
2018-03-10 12:39:14,10,3,2018,12:39:14,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,28.2,26.66
2018-03-10 12:39:40,10,3,2018,12:39:40,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,29.87,26.76
2018-03-10 12:40:05,10,3,2018,12:40:05,Afternoon,Not rush hour,2.4479731063093513,130.420321,33.588959,28.16,26.88
2018-03-10 12:40:50,10,3,2018,12:40:50,Afternoon,Not rush hour,2.43767283389454,130.420433,33.588951,28.95,27.04
2018-03-10 12:41:24,10,3,2018,12:41:24,Afternoon,Not rush hour,2.4381077149824675,130.42042800000002,33.588955,27.72,27.17
2018-03-10 12:41:34,10,3,2018,12:41:34,Afternoon,Not rush hour,2.437765286121071,130.420432,33.588951,28.11,27.05
2018-03-10 12:42:06,10,3,2018,12:42:06,Afternoon,Not rush hour,2.437765286121071,130.420432,33.588951,27.83,27.26
2018-03-10 12:42:58,10,3,2018,12:42:58,Afternoon,Not rush hour,2.437922808368058,130.42043,33.588955,25.3,29.12
2018-03-10 12:43:11,10,3,2018,12:43:11,Afternoon,Not rush hour,2.437922808368058,130.42043,33.588955,25.56,29.2
2018-03-10 12:43:42,10,3,2018,12:43:42,Afternoon,Not rush hour,2.4398955204658472,130.420408,33.588964000000004,23.4,29.42
2018-03-10 12:44:22,10,3,2018,12:44:22,Afternoon,Not rush hour,2.437922808368058,130.42043,33.588955,25.6,29.56
2018-03-10 12:44:39,10,3,2018,12:44:39,Afternoon,Not rush hour,2.4398955204658472,130.420408,33.588964000000004,22.76,29.58
2018-03-10 12:45:05,10,3,2018,12:45:05,Afternoon,Not rush hour,2.4398955204658472,130.420408,33.588964000000004,23.11,29.6
2018-03-10 12:45:44,10,3,2018,12:45:44,Afternoon,Not rush hour,2.437765286121071,130.420432,33.588951,25.67,28.55
2018-03-10 12:46:01,10,3,2018,12:46:01,Afternoon,Not rush hour,2.435854696609512,130.420452,33.58896,25.5,29.31
2018-03-10 12:46:42,10,3,2018,12:46:42,Afternoon,Not rush hour,2.437915975437635,130.42043,33.588956,31.32,28.48
2018-03-10 12:47:01,10,3,2018,12:47:01,Afternoon,Not rush hour,2.4398955204658472,130.420408,33.588964000000004,21.77,29.68
2018-03-10 12:47:31,10,3,2018,12:47:31,Afternoon,Not rush hour,2.439796282498486,130.420409,33.588965,24.27,30.1
2018-03-10 12:48:27,10,3,2018,12:48:27,Afternoon,Not rush hour,2.4482082100182256,130.42031699999998,33.588978999999995,24.77,28.73
2018-03-10 12:48:36,10,3,2018,12:48:36,Afternoon,Not rush hour,2.4551329341770964,130.420244,33.588953000000004,22.23,29.87
2018-03-10 12:49:01,10,3,2018,12:49:01,Afternoon,Not rush hour,2.437580381681337,130.420434,33.588951,23.1,29.27
2018-03-10 12:49:50,10,3,2018,12:49:50,Afternoon,Not rush hour,2.4762854814241204,130.419975,33.589727,25.6,28.94
2018-03-10 12:50:06,10,3,2018,12:50:06,Afternoon,Not rush hour,2.478140291092678,130.41995500000002,33.589726,22.59,29.81
2018-03-10 12:50:48,10,3,2018,12:50:48,Afternoon,Not rush hour,2.4900445111865324,130.419822,33.589894,19.46,30.66
2018-03-10 12:51:02,10,3,2018,12:51:02,Afternoon,Not rush hour,2.489680177588948,130.419826,33.589890999999994,26.07,25.72
2018-03-10 12:51:58,10,3,2018,12:51:58,Afternoon,Not rush hour,2.4784882193517346,130.419948,33.589842,14.78,30.72
2018-03-10 12:52:21,10,3,2018,12:52:21,Afternoon,Not rush hour,2.488747278481142,130.419837,33.589851,18.72,29.48
2018-03-10 12:52:44,10,3,2018,12:52:44,Afternoon,Not rush hour,2.435854696609512,130.420452,33.58896,22.7,30.47
2018-03-10 12:53:05,10,3,2018,12:53:05,Afternoon,Not rush hour,2.4898924116411223,130.419824,33.58987800000001,16.74,29.64
2018-03-10 12:53:30,10,3,2018,12:53:30,Afternoon,Not rush hour,2.428065177921014,130.420493,33.589822,13.69,30.75
2018-03-10 12:54:01,10,3,2018,12:54:01,Afternoon,Not rush hour,2.4764592140136967,130.419973,33.589731,21.03,30.52
2018-03-10 12:54:32,10,3,2018,12:54:32,Afternoon,Not rush hour,2.4770062553805317,130.419967,33.589734,24.08,28.94
2018-03-10 12:55:03,10,3,2018,12:55:03,Afternoon,Not rush hour,2.489505244864854,130.419828,33.589886,23.08,29.06
2018-03-10 12:55:34,10,3,2018,12:55:34,Afternoon,Not rush hour,2.300984896454462,130.421861,33.590015,13.58,27.78
2018-03-10 12:56:01,10,3,2018,12:56:01,Afternoon,Not rush hour,2.4873701188043897,130.419848,33.590058,14.77,30.36
2018-03-10 12:56:40,10,3,2018,12:56:40,Afternoon,Not rush hour,2.4873701188043897,130.419848,33.590058,13.52,30.45
2018-03-10 12:57:09,10,3,2018,12:57:09,Afternoon,Not rush hour,2.271717311367355,130.422178,33.589960999999995,16.76,28.53
2018-03-10 12:57:54,10,3,2018,12:57:54,Afternoon,Not rush hour,2.502950968425106,130.41968899999998,33.589665999999994,10.91,29.63
2018-03-10 12:58:13,10,3,2018,12:58:13,Afternoon,Not rush hour,2.5145460453645554,130.419553,33.590306,15.06,30.66
2018-03-10 12:58:37,10,3,2018,12:58:37,Afternoon,Not rush hour,2.5065151553845553,130.41964,33.590197,11.56,30.23
2018-03-10 12:59:05,10,3,2018,12:59:05,Afternoon,Not rush hour,2.5035153523490816,130.419673,33.590488,11.53,30.82
2018-03-10 12:59:58,10,3,2018,12:59:58,Afternoon,Not rush hour,2.3537543899032576,130.42129,33.590106,11.61,29.03
2018-03-10 13:00:19,10,3,2018,13:00:19,Afternoon,Not rush hour,2.5266649696633263,130.419428,33.590773,18.79,29.12
2018-03-10 13:00:40,10,3,2018,13:00:40,Afternoon,Not rush hour,2.2872623946788155,130.422007,33.59021,12.13,28.02
2018-03-10 13:01:24,10,3,2018,13:01:24,Afternoon,Not rush hour,2.5626845562159235,130.419038,33.59072800000001,25.35,30.02
2018-03-10 13:01:39,10,3,2018,13:01:39,Afternoon,Not rush hour,2.5895486586904197,130.418752,33.590885,19.11,27.31
2018-03-10 13:02:00,10,3,2018,13:02:00,Afternoon,Not rush hour,2.2905058330929955,130.421972,33.590207,12.15,28.28
2018-03-10 13:02:45,10,3,2018,13:02:45,Afternoon,Not rush hour,2.5471719596928564,130.419204,33.589952000000004,23.29,29.36
2018-03-10 13:03:29,10,3,2018,13:03:29,Afternoon,Not rush hour,2.5553587044378094,130.41913,33.589482000000004,22.62,28.66
2018-03-10 13:03:52,10,3,2018,13:03:52,Afternoon,Not rush hour,2.6321140300512083,130.418304,33.591196999999994,19.46,26.86
2018-03-10 13:04:02,10,3,2018,13:04:02,Afternoon,Not rush hour,2.608059917676314,130.418562,33.591155,23.68,29.71
2018-03-10 13:04:47,10,3,2018,13:04:47,Afternoon,Not rush hour,2.1471776287687407,130.42375900000002,33.593073,26.09,29.2
2018-03-10 13:05:05,10,3,2018,13:05:05,Afternoon,Not rush hour,2.858196249338608,130.415997,33.592869,24.56,29.13
2018-03-10 13:05:59,10,3,2018,13:05:59,Afternoon,Not rush hour,3.0059241240232306,130.414578,33.594149,21.35,26.72
2018-03-10 13:06:19,10,3,2018,13:06:19,Afternoon,Not rush hour,3.0265238551154225,130.414379,33.594296,24.94,29.56
2018-03-10 13:06:30,10,3,2018,13:06:30,Afternoon,Not rush hour,1.7543832844586047,130.429967,33.597693,27.5,30.41
2018-03-10 13:07:03,10,3,2018,13:07:03,Afternoon,Not rush hour,3.0432819902412884,130.413903,33.591933000000004,22.91,27.12
2018-03-10 13:07:45,10,3,2018,13:07:45,Afternoon,Not rush hour,3.5220500832160373,130.409731,33.597715,25.79,30.32
2018-03-10 13:08:13,10,3,2018,13:08:13,Afternoon,Not rush hour,7.2204814271885,130.43014399999998,33.653755,14.59,33.32
2018-03-10 13:08:37,10,3,2018,13:08:37,Afternoon,Not rush hour,4.189202141760108,130.40148,33.59095,23.47,28.11
